X1,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Age,Answer.Education,Answer.Gender,Answer.Income,Answer.Party,Answer.Politics,Answer.comments,Answer.ethnic,Answer.origin,Approve,Reject,invite
38,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3X08E93BHVI4XYTEV0WOBS4AUPD66V,A1AGJ27CXTRSSS,Submitted,Fri May 15 09:16:56 PDT 2015,Fri May 15 09:17:26 PDT 2015,Mon May 18 09:17:26 PDT 2015,NA,NA,NA,30,0% (0/0),0% (0/0),0% (0/0),23,Bachelors degree,Female,6,Democrat,2,NA,european,us,NA,NA,0
39,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,34FNN24DCM9AXE36W0HB2DA3X4VY57,A1AIHLAEJ8FU4J,Submitted,Fri May 15 09:38:56 PDT 2015,Fri May 15 09:39:41 PDT 2015,Mon May 18 09:39:41 PDT 2015,NA,NA,NA,45,0% (0/0),0% (0/0),0% (0/0),25,Bachelors degree,Male,4,Republican,1,excited!,european,pl,NA,NA,0
40,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3IHR8NYAM71YSH75R82IKUBDT3XP4Z,A1AQQFJAF8CI4H,Submitted,Fri May 15 09:27:38 PDT 2015,Fri May 15 09:32:46 PDT 2015,Mon May 18 09:32:46 PDT 2015,NA,NA,NA,308,100% (2/2),100% (1/1),0% (0/0),30,"Some college, no degree",Male,2,Democrat,1,NA,european,us,NA,NA,0
41,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3ATPCQ38J8A73KFNRW8SAOQPPISYA9,A1AYVATMT88U1W,Submitted,Fri May 15 08:00:48 PDT 2015,Fri May 15 08:05:48 PDT 2015,Mon May 18 08:05:48 PDT 2015,NA,NA,NA,300,100% (4/4),0% (0/0),0% (0/0),27,Bachelors degree,Male,5,Democrat,2,No,african,us,NA,NA,0
42,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3ATPCQ38J8A73KFNRW8SAOQPPJYAYT,A1C3XJHRDUGLJK,Submitted,Fri May 15 09:52:25 PDT 2015,Fri May 15 09:53:08 PDT 2015,Mon May 18 09:53:08 PDT 2015,NA,NA,NA,43,0% (0/0),0% (0/0),0% (0/0),29,"Some college, no degree",Female,4,Democrat,2,NA,european,pl,NA,NA,0
43,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3VD82FOHKQOJ2L8J5NVLESIBBBICOI,A1D7QHPFQZ6KOP,Submitted,Fri May 15 09:34:22 PDT 2015,Fri May 15 09:34:51 PDT 2015,Mon May 18 09:34:51 PDT 2015,NA,NA,NA,29,0% (0/0),0% (0/0),0% (0/0),34,"Graduate degree (Masters, Doctorate, etc.)",Female,2,Democrat,2,NA,european,us,NA,NA,1
44,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,33LKR6A5KEKFSA3TL7S0R6576NCT11,A1DOIJGRK8U76H,Submitted,Fri May 15 10:21:45 PDT 2015,Fri May 15 10:22:07 PDT 2015,Mon May 18 10:22:07 PDT 2015,NA,NA,NA,22,0% (0/0),0% (0/0),0% (0/0),24,Bachelors degree,Female,3,Democrat,1,NA,hispanic,us,NA,NA,0
45,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3GFK2QRXX9H68986HZZNHGPNMWUW55,A1DREJDQUFBRG7,Submitted,Fri May 15 09:21:14 PDT 2015,Fri May 15 09:21:55 PDT 2015,Mon May 18 09:21:55 PDT 2015,NA,NA,NA,41,0% (0/0),0% (0/0),0% (0/0),25,"Some college, no degree",Female,3,No,3,NA,african,us,NA,NA,0
46,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,30JNVC0OR9KD45WF6S1QEOAR357HQ8,A1DS5O8MSI3ZH0,Submitted,Fri May 15 10:00:42 PDT 2015,Fri May 15 10:01:05 PDT 2015,Mon May 18 10:01:05 PDT 2015,NA,NA,NA,23,0% (0/0),0% (0/0),0% (0/0),38,Associates degree,Male,5,Republican,4,NA,european,us,NA,NA,1
47,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,30X31N5D63QA7Y3ESQG3S22O8Y3SAY,A1E5PWE8O010XK,Submitted,Fri May 15 10:11:55 PDT 2015,Fri May 15 10:12:35 PDT 2015,Mon May 18 10:12:35 PDT 2015,NA,NA,NA,40,100% (3/3),0% (0/0),0% (0/0),30,Bachelors degree,Female,2,Independent,2,NA,african,us,NA,NA,0
48,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3ND9UOO81K2KAYBR9MFUY5LK8NWWLX,A1ENJ2WTKRIWCD,Submitted,Fri May 15 09:43:23 PDT 2015,Fri May 15 09:44:51 PDT 2015,Mon May 18 09:44:51 PDT 2015,NA,NA,NA,88,0% (0/0),0% (0/0),0% (0/0),27,Some High School,Female,2,Republican,6,NA,european,us,NA,NA,1
49,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,374TNBHA8BVZQ0M4GS5E0O5UT1MYQQ,A1EPTW6H45CSNC,Submitted,Fri May 15 10:21:19 PDT 2015,Fri May 15 10:21:49 PDT 2015,Mon May 18 10:21:49 PDT 2015,NA,NA,NA,30,0% (0/0),0% (0/0),0% (0/0),20,"Some college, no degree",Female,3,Democrat,2,NA,asian,us,NA,NA,0
50,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3RSDURM96AMATXWZ71AE67GGAXGYEU,A1FGN2JF4LCF9B,Approved,Fri May 15 05:35:17 PDT 2015,Fri May 15 05:35:54 PDT 2015,Mon May 18 05:35:54 PDT 2015,2015-05-18 12:38:15 UTC,NA,NA,37,100% (6/6),100% (2/2),100% (1/1),30,Bachelors degree,Male,6,Independent,4,NA,european,us,NA,NA,1
51,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3YJ6NA41JBGOVZQQUFPMQW0WB1OPJT,A1FRRJU6LC08C6,Submitted,Fri May 15 09:47:37 PDT 2015,Fri May 15 09:48:21 PDT 2015,Mon May 18 09:48:21 PDT 2015,NA,NA,NA,44,0% (0/0),0% (0/0),0% (0/0),24,Associates degree,Female,5,Republican,7,NA,european,us,NA,NA,1
52,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3WYGZ5XF3WFGJBC04HTSMG5KD9GSKU,A1FYTTGF0QACU9,Approved,Fri May 15 05:31:08 PDT 2015,Fri May 15 05:32:15 PDT 2015,Mon May 18 05:32:15 PDT 2015,2015-05-18 12:33:11 UTC,NA,NA,67,100% (2/2),100% (1/1),100% (1/1),57,Associates degree,Female,5,Republican,7,NA,european,us,NA,NA,1
53,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3NLZY2D53PPFQ1F5XDGO6G3YKLELQF,A1G1FML6FEYDMR,Submitted,Fri May 15 09:19:15 PDT 2015,Fri May 15 09:20:03 PDT 2015,Mon May 18 09:20:03 PDT 2015,NA,NA,NA,48,100% (1/1),0% (0/0),0% (0/0),27,"Some college, no degree",Male,1,Democrat,3,nope,european,us,NA,NA,1
54,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3GD6L00D3SXBFFD9CARO5SAFCE41MU,A1GFD4B3NOMWIY,Approved,Fri May 15 06:27:35 PDT 2015,Fri May 15 06:29:52 PDT 2015,Mon May 18 06:29:52 PDT 2015,2015-05-18 13:33:11 UTC,NA,NA,137,100% (2/2),100% (1/1),100% (1/1),51,"Some college, no degree",Female,4,Democrat,2,Thank you,european,us,NA,NA,1
55,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3LOZAJ85YDDTYCU99LTBLS0IBO9X2Y,A1H6AZSS5DQ0KD,Submitted,Fri May 15 08:52:27 PDT 2015,Fri May 15 08:52:44 PDT 2015,Mon May 18 08:52:44 PDT 2015,NA,NA,NA,17,100% (4/4),0% (0/0),0% (0/0),23,"Some college, no degree",Male,5,Democrat,2,NA,asian,us,NA,NA,0
56,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3XUHV3NRVKYOBJDHM0DNGDF078H5HE,A1HCV6GDGGWNUR,Submitted,Fri May 15 08:43:03 PDT 2015,Fri May 15 08:43:42 PDT 2015,Mon May 18 08:43:42 PDT 2015,NA,NA,NA,39,0% (0/0),0% (0/0),0% (0/0),29,Associates degree,Male,5,Republican,6,NA,european,us,NA,NA,1
57,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3IRIK4HM3AKTDF2F5R9RXSWKQBG6CF,A1HGAQI73P3P5O,Approved,Fri May 15 06:44:32 PDT 2015,Fri May 15 06:45:14 PDT 2015,Mon May 18 06:45:14 PDT 2015,2015-05-18 13:48:10 UTC,NA,NA,42,100% (1/1),100% (1/1),100% (1/1),28,"Graduate degree (Masters, Doctorate, etc.)",Male,1,Democrat,1,NA,asian,in,NA,NA,0
58,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3BC8WZX3V3WQ50PIFC2KXIM2M0ARRJ,A1HH2KZIFLXRJL,Submitted,Fri May 15 10:22:38 PDT 2015,Fri May 15 10:23:05 PDT 2015,Mon May 18 10:23:05 PDT 2015,NA,NA,NA,27,100% (3/3),0% (0/0),0% (0/0),24,"Some college, no degree",Male,6,Republican,5,NA,hispanic,us,NA,NA,1
59,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3VP0C6EFSGW6M1E6IG350O1WKPQ6M3,A1HJB4BGTSXB2L,Submitted,Fri May 15 08:36:18 PDT 2015,Fri May 15 08:36:53 PDT 2015,Mon May 18 08:36:53 PDT 2015,NA,NA,NA,35,0% (0/0),0% (0/0),0% (0/0),34,"Graduate degree (Masters, Doctorate, etc.)",Female,8,Democrat,1,NA,european,us,NA,NA,1
60,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3U5NZHP4LR2S4TV06FM1EJKHY8JHPD,A1HM9312EXR6HX,Submitted,Fri May 15 09:31:59 PDT 2015,Fri May 15 09:32:32 PDT 2015,Mon May 18 09:32:32 PDT 2015,NA,NA,NA,33,100% (1/1),0% (0/0),0% (0/0),36,"Graduate degree (Masters, Doctorate, etc.)",Female,5,Independent,2,NA,european,us,NA,NA,0
61,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,388U7OUMF712565JLZJ5DMLFD9S0R9,A1HPJ78HIV36VV,Approved,Fri May 15 05:33:27 PDT 2015,Fri May 15 05:34:01 PDT 2015,Mon May 18 05:34:01 PDT 2015,2015-05-18 12:38:14 UTC,NA,NA,34,100% (1/1),100% (1/1),100% (1/1),33,Bachelors degree,Male,3,Independent,2,NA,european,us,NA,NA,1
62,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,30OG32W0SUBGHYSL0Z13PRI96DDNEU,A1I18Z69RAYHT2,Approved,Fri May 15 05:40:50 PDT 2015,Fri May 15 05:42:28 PDT 2015,Mon May 18 05:42:28 PDT 2015,2015-05-18 12:43:14 UTC,NA,NA,98,100% (1/1),100% (1/1),100% (1/1),35,"Some college, no degree",Male,1,Independent,8,"No, I don't.",european,ar,NA,NA,0
63,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,31Z0PCVWUKFT3WIVAN99SGWK9877T5,A1I73UL80IYNEO,Submitted,Fri May 15 08:37:07 PDT 2015,Fri May 15 08:38:33 PDT 2015,Mon May 18 08:38:33 PDT 2015,NA,NA,NA,86,0% (0/0),0% (0/0),0% (0/0),45,"Graduate degree (Masters, Doctorate, etc.)",Male,4,Independent,4,NA,asian,kr,NA,NA,0
64,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,352YTHGROVD6F09H8VUDBL9M7CLH4K,A1ISOK6T2HPVG7,Submitted,Fri May 15 08:36:31 PDT 2015,Fri May 15 08:37:02 PDT 2015,Mon May 18 08:37:02 PDT 2015,NA,NA,NA,31,0% (0/0),0% (0/0),0% (0/0),31,Associates degree,Male,4,Democrat,1,NA,european,us,NA,NA,0
65,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3II4UPYCOJ7WSPRDKWI0N3VTBCYDQD,A1J2JURNEFOO0L,Approved,Fri May 15 05:37:15 PDT 2015,Fri May 15 05:37:51 PDT 2015,Mon May 18 05:37:51 PDT 2015,2015-05-18 12:38:16 UTC,NA,NA,36,100% (3/3),100% (1/1),100% (1/1),42,Bachelors degree,Female,5,Democrat,5,NA,european,us,NA,NA,1
66,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3UOUJI6MTDE2IO3BS53HRBVAUFKXU8,A1JBN6A4O03EJJ,Approved,Fri May 15 06:22:31 PDT 2015,Fri May 15 06:25:38 PDT 2015,Mon May 18 06:25:38 PDT 2015,2015-05-18 13:28:13 UTC,NA,NA,187,100% (5/5),100% (1/1),100% (1/1),43,Some High School,Female,2,Democrat,1,NA,european,us,NA,NA,0
67,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,30BXRYBRP4XIO2S1I10W6DSDR5LHW7,A1JN818UK97KUJ,Submitted,Fri May 15 09:09:36 PDT 2015,Fri May 15 09:10:00 PDT 2015,Mon May 18 09:10:00 PDT 2015,NA,NA,NA,24,0% (0/0),0% (0/0),0% (0/0),31,"Some college, no degree",Male,3,Democrat,3,NA,asian,us,NA,NA,1
68,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,31IBVUNM9SZLVH1QX170HQXM4H7FVY,A1JT5D9PKBQQZU,Submitted,Fri May 15 09:05:36 PDT 2015,Fri May 15 09:06:14 PDT 2015,Mon May 18 09:06:14 PDT 2015,NA,NA,NA,38,0% (0/0),0% (0/0),0% (0/0),26,Bachelors degree,Male,2,Independent,4,NA,european|arabic,il,NA,NA,0
69,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3VHHR074H3H5KJAQ1E7I6PM3FWQL7N,A1K47Z8K412B35,Submitted,Fri May 15 10:21:43 PDT 2015,Fri May 15 10:22:10 PDT 2015,Mon May 18 10:22:10 PDT 2015,NA,NA,NA,27,0% (0/0),0% (0/0),0% (0/0),21,Bachelors degree,Female,2,Democrat,2,NA,european,us,NA,NA,0
70,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3NVC2EB65QZ7JZG2IHTINGCJJ8R3Y9,A1KFGU5623A7H,Approved,Fri May 15 05:34:38 PDT 2015,Fri May 15 05:35:36 PDT 2015,Mon May 18 05:35:36 PDT 2015,2015-05-18 12:38:15 UTC,NA,NA,58,100% (2/2),100% (2/2),100% (1/1),56,Bachelors degree,Female,4,Republican,5,Thank you!,european,us,NA,NA,1
71,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3SPJ0334213I4DIRL2L53NT8F6RYJW,A1KSIKOEQ60YV1,Submitted,Fri May 15 09:56:14 PDT 2015,Fri May 15 09:56:36 PDT 2015,Mon May 18 09:56:36 PDT 2015,NA,NA,NA,22,0% (0/0),0% (0/0),0% (0/0),22,Bachelors degree,Male,1,No,NA,NA,european,us,NA,NA,0
72,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3O6CYIULED1NTOYLI07VPSH3LEPWUR,A1KWFRKBCLPQXZ,Submitted,Fri May 15 09:45:50 PDT 2015,Fri May 15 09:46:57 PDT 2015,Mon May 18 09:46:57 PDT 2015,NA,NA,NA,67,100% (6/6),0% (0/0),0% (0/0),27,Bachelors degree,Male,5,Democrat,1,Excellent task,other,us,NA,NA,0
73,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,37UQDCYH6XV8GOMKFI9OTYK56UQ7VQ,A1KZRSLKACHL4D,Submitted,Fri May 15 09:52:27 PDT 2015,Fri May 15 09:52:47 PDT 2015,Mon May 18 09:52:47 PDT 2015,NA,NA,NA,20,100% (3/3),0% (0/0),0% (0/0),27,Bachelors degree,Female,6,Republican,5,NA,european,us,NA,NA,1
74,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3B2X28YI3WFA3AA9RRDWM8Q28QDB6A,A1LSEVXPEYMJL7,Approved,Fri May 15 06:04:09 PDT 2015,Fri May 15 06:05:02 PDT 2015,Mon May 18 06:05:02 PDT 2015,2015-05-18 13:08:19 UTC,NA,NA,53,100% (3/3),100% (2/2),100% (1/1),37,"Some college, no degree",Female,7,Democrat,2,NA,european,us,NA,NA,0
75,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3KV0LJBBH2LZ8KCQA463BJSSGD8RMS,A1LZHUKXLN08NR,Submitted,Fri May 15 09:56:35 PDT 2015,Fri May 15 09:56:59 PDT 2015,Mon May 18 09:56:59 PDT 2015,NA,NA,NA,24,0% (0/0),0% (0/0),0% (0/0),26,"Some college, no degree",Male,2,Democrat,2,NA,NA,us,NA,NA,0
