issue,question,opinion,arg,counter_arg,workerid,belief_publicopinion,collection,age,gender,politics,party,ethnic,origin
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,1,4,324,NA,1,37,Female,3,Democrat,african,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0,3|4|1,49,NA,1,51,Female,2,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,5|0|1|4,3|0,338,NA,1,29,Female,4,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,1,4,5,NA,1,29,Male,4,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0|3|5,0|4|3|2,290,NA,1,34,Male,0,Other,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,6,6,30,NA,1,49,Female,6,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,1,5,358,NA,1,28,Male,4,Democrat,asian,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0|5,0|1|2|4,413,NA,1,32,Female,0,No,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5|0,2|1|4|0|3,421,NA,1,55,Male,5,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,3|0|1|4|6,0|5,361,NA,1,34,Male,7,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,1,4|0|1,394,NA,1,32,Female,4,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,1|4,5,283,NA,1,25,Male,2,Democrat,asian,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,0,158,NA,1,46,Male,4,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,1|0|5,4|3,266,NA,1,32,Male,3,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,3,4|0,116,NA,1,40,Male,5,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0|5,4,219,NA,1,27,Male,4,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,6,5,4,NA,1,63,Male,6,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,0|1|4,327,NA,1,20,Female,2,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5|1,4,367,NA,1,29,Female,4,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0|5,4|0|1|3,197,NA,1,27,Male,2,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5|3|1|0,4|1|0,352,NA,1,32,Female,4,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0,4|0,304,NA,1,52,Female,4,Independent,european|other,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,1|4,5,72,NA,1,32,Male,5,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,0,0,163,NA,1,32,Female,4,Independent,hispanic,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,4,341,NA,1,33,Female,3,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,3,333,NA,1,47,Female,6,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0,4,6,NA,1,30,Male,0,Other,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5|0,3|4|0,205,NA,1,30,Male,0,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5|3,4,207,NA,1,35,Female,3,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,4|1|0,3|5,175,NA,1,27,Female,6,Republican,asian|european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0|3,5|1|0|4,215,NA,1,44,Male,7,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0|5|1,4,213,NA,1,22,Male,4,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,0,104,NA,1,29,Male,6,Democrat,asian,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0|1,4,275,NA,1,39,Female,3,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5|1,4|3|2,236,NA,1,27,Male,0,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,0|4,5,117,NA,1,24,Female,0,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,4,240,NA,1,36,Female,3,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,6,5,64,NA,1,56,Female,5,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,4|0,5,336,NA,1,54,Male,5,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,3|4,5,201,NA,1,42,Female,2,Democrat,hispanic,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,4,225,NA,1,26,Male,2,Democrat,asian,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0|1|5,4|3|5,90,NA,1,34,Male,4,Independent,african|european|hispanic|other,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,6,6,262,NA,1,40,Female,5,Republican,NA,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,3|4|1|2|0,156,NA,1,32,Female,2,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,4|0,5,194,NA,1,37,Male,6,Other,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,0,4,400,NA,1,15,Female,3,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,6,6,348,NA,1,42,Female,2,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,4|5|1,4,165,NA,1,31,Male,3,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,0,5,161,NA,1,32,Male,7,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,4,282,NA,1,38,Male,4,Independent,asian|european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,1|5,0|4,37,NA,1,34,Female,2,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,0,4|0|1,4|5|0|1,355,NA,1,31,Male,5,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,1,4|1|0,95,NA,1,23,Male,5,Republican,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,3|0|5,4|0,313,NA,1,26,Male,2,Independent,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5|0,4,326,NA,1,25,Male,4,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,5,4|0,250,NA,1,21,Male,3,Democrat,european,us
abdefect,Do you think it should be possible for a pregnant woman to obtain a legal abortion if there is a strong chance of serious defect in the baby?,1,6,4|0,390,NA,1,32,Male,1,Democrat,european,us
